subcategory,word2,deca,mean,tf,df,df.n
aboveground,policy,2015,0.634042553,745,246,0.209361702
characteristic,aboveground,2020,0.631490787,1131,373,0.20826354
aboveground,characteristic,2020,0.631490787,1131,373,0.20826354
environment,belowground,2015,0.630638298,741,175,0.14893617
belowground,environment,2015,0.630638298,741,175,0.14893617
phy.property,filtration,2020,0.627582356,1124,481,0.268565047
filtration,phy.property,2020,0.627582356,1124,481,0.268565047
research,policy,2015,0.62212766,731,337,0.286808511
policy,research,2015,0.62212766,731,337,0.286808511
policy,chem.property,2020,0.6186488,1108,392,0.218872138
chem.property,policy,2020,0.6186488,1108,392,0.218872138
economy,economy,2015,0.616170213,724,325,0.276595745
soil,disturbance,2015,0.606808511,713,249,0.211914894
disturbance,soil,2015,0.606808511,713,249,0.211914894
economy,economy,2010,0.60296846,325,148,0.27458256
filtration,classification,2015,0.601702128,707,298,0.253617021
classification,filtration,2015,0.601702128,707,298,0.253617021
phy.property,disturbance,2015,0.598297872,703,228,0.194042553
disturbance,phy.property,2015,0.598297872,703,228,0.194042553
filtration,environment,2020,0.593523171,1063,437,0.243997767
environment,filtration,2020,0.593523171,1063,437,0.243997767
amount,amount,2020,0.590731435,1058,395,0.22054718
disturbance,belowground,2020,0.590731435,1058,161,0.089893914
belowground,disturbance,2020,0.590731435,1058,161,0.089893914
habitat,disturbance,2020,0.586264657,1050,341,0.190396427
disturbance,habitat,2020,0.586264657,1050,341,0.190396427
erosion,chem.property,2010,0.582560297,314,135,0.250463822
chem.property,erosion,2010,0.582560297,314,135,0.250463822
policy,characteristic,2020,0.581797878,1042,381,0.212730318
characteristic,policy,2020,0.581797878,1042,381,0.212730318
erosion,chem.property,2020,0.581239531,1041,489,0.273031826
chem.property,erosion,2020,0.581239531,1041,489,0.273031826
global.cycles,aboveground,2010,0.569573284,307,40,0.074211503
aboveground,global.cycles,2010,0.569573284,307,40,0.074211503
contamination,contamination,2010,0.565862709,305,97,0.179962894
location,environment,2020,0.56504746,1012,330,0.184254606
environment,location,2020,0.56504746,1012,330,0.184254606
succession,phy.property,2020,0.560022334,1003,473,0.264098269
phy.property,succession,2020,0.560022334,1003,473,0.264098269
economy,economy,2020,0.557788945,999,444,0.247906198
phy.property,filtration,2010,0.556586271,300,144,0.26716141
filtration,phy.property,2010,0.556586271,300,144,0.26716141
disturbance,belowground,2015,0.555744681,653,140,0.119148936
belowground,disturbance,2015,0.555744681,653,140,0.119148936
chem.property,characteristic,2010,0.551020408,297,126,0.233766234
characteristic,chem.property,2010,0.551020408,297,126,0.233766234
succession,aboveground,2015,0.550638298,647,179,0.152340426
aboveground,succession,2015,0.550638298,647,179,0.152340426
succession,phy.property,2015,0.54893617,645,298,0.253617021
phy.property,succession,2015,0.54893617,645,298,0.253617021
phy.property,climate,2010,0.545454545,294,154,0.285714286
climate,phy.property,2010,0.545454545,294,154,0.285714286
landuse,agriculture,2020,0.541596873,970,339,0.189279732
agriculture,landuse,2020,0.541596873,970,339,0.189279732
amount,amount,2015,0.538723404,633,249,0.211914894
managing,filtration,2020,0.53824679,964,386,0.215522055
filtration,managing,2020,0.53824679,964,386,0.215522055
cover,classification,2010,0.538033395,290,107,0.19851577
classification,cover,2010,0.538033395,290,107,0.19851577
policy,phy.property,2010,0.538033395,290,133,0.246753247
phy.property,policy,2010,0.538033395,290,133,0.246753247
habitat,disturbance,2015,0.53787234,632,217,0.184680851
disturbance,habitat,2015,0.53787234,632,217,0.184680851
succession,managing,2020,0.536571748,961,359,0.200446678
managing,succession,2020,0.536571748,961,359,0.200446678
environment,agriculture,2010,0.536178108,289,119,0.220779221
agriculture,environment,2010,0.536178108,289,119,0.220779221
research,belowground,2010,0.536178108,289,99,0.183673469
belowground,research,2010,0.536178108,289,99,0.183673469
phy.property,disturbance,2020,0.535455053,959,307,0.171412619
disturbance,phy.property,2020,0.535455053,959,307,0.171412619
landuse,environment,2015,0.531914894,625,284,0.241702128
environment,landuse,2015,0.531914894,625,284,0.241702128
phy.property,filtration,2015,0.53106383,624,271,0.230638298
filtration,phy.property,2015,0.53106383,624,271,0.230638298
succession,classification,2015,0.530212766,623,310,0.263829787
classification,succession,2015,0.530212766,623,310,0.263829787
habitat,chem.property,2015,0.529361702,622,231,0.196595745
chem.property,habitat,2015,0.529361702,622,231,0.196595745
landuse,environment,2020,0.518704634,929,403,0.225013959
environment,landuse,2020,0.518704634,929,403,0.225013959
habitat,chem.property,2010,0.517625232,279,125,0.231910946
chem.property,habitat,2010,0.517625232,279,125,0.231910946
policy,characteristic,2015,0.516595745,607,224,0.190638298
characteristic,policy,2015,0.516595745,607,224,0.190638298
habitat,characteristic,2010,0.513914657,277,116,0.215213358
characteristic,habitat,2010,0.513914657,277,116,0.215213358
contamination,contamination,2015,0.513191489,603,172,0.146382979
location,environment,2010,0.512059369,276,83,0.153988868
environment,location,2010,0.512059369,276,83,0.153988868
climate,classification,2010,0.500927644,270,141,0.261595547
classification,climate,2010,0.500927644,270,141,0.261595547
environment,agriculture,2015,0.499574468,587,279,0.237446809
agriculture,environment,2015,0.499574468,587,279,0.237446809
research,global.cycles,2010,0.493506494,266,43,0.079777365
global.cycles,research,2010,0.493506494,266,43,0.079777365
environment,diversity,2020,0.491903964,881,368,0.205471803
diversity,environment,2020,0.491903964,881,368,0.205471803
landuse,agriculture,2015,0.49106383,577,205,0.174468085
agriculture,landuse,2015,0.49106383,577,205,0.174468085
landuse,environment,2010,0.489795918,264,121,0.224489796
environment,landuse,2010,0.489795918,264,121,0.224489796
diversity,aboveground,2020,0.487437186,873,241,0.134561697
aboveground,diversity,2020,0.487437186,873,241,0.134561697
environment,diversity,2015,0.486808511,572,238,0.202553191
diversity,environment,2015,0.486808511,572,238,0.202553191
environment,agriculture,2020,0.485762144,870,434,0.242322725
agriculture,environment,2020,0.485762144,870,434,0.242322725
climate,aboveground,2010,0.478664193,258,89,0.165120594
aboveground,climate,2010,0.478664193,258,89,0.165120594
soil,agriculture,2010,0.47309833,255,115,0.213358071
agriculture,soil,2010,0.47309833,255,115,0.213358071
location,environment,2015,0.471489362,554,211,0.179574468
environment,location,2015,0.471489362,554,211,0.179574468
managing,climate,2010,0.471243043,254,133,0.246753247
climate,managing,2010,0.471243043,254,133,0.246753247
phy.property,climate,2015,0.469787234,552,292,0.248510638
climate,phy.property,2015,0.469787234,552,292,0.248510638
filtration,erosion,2020,0.467895031,838,403,0.225013959
erosion,filtration,2020,0.467895031,838,403,0.225013959
research,climate,2010,0.46567718,251,139,0.257884972
climate,research,2010,0.46567718,251,139,0.257884972
succession,soil,2010,0.46567718,251,133,0.246753247
soil,succession,2010,0.46567718,251,133,0.246753247
climate,classification,2015,0.460425532,541,267,0.227234043
classification,climate,2015,0.460425532,541,267,0.227234043
phy.property,climate,2020,0.458403127,821,489,0.273031826
climate,phy.property,2020,0.458403127,821,489,0.273031826
soil,global.cycles,2020,0.456728085,818,341,0.190396427
global.cycles,soil,2020,0.456728085,818,341,0.190396427
policy,landuse,2015,0.446808511,525,164,0.139574468
landuse,policy,2015,0.446808511,525,164,0.139574468
climate,classification,2020,0.446677834,800,421,0.23506421
classification,climate,2020,0.446677834,800,421,0.23506421
environment,cover,2020,0.442769403,793,360,0.201005025
cover,environment,2020,0.442769403,793,360,0.201005025
environment,cover,2010,0.441558442,238,128,0.237476809
cover,environment,2010,0.441558442,238,128,0.237476809
managing,climate,2020,0.438860972,786,478,0.266890006
climate,managing,2020,0.438860972,786,478,0.266890006
soil,disturbance,2020,0.438302624,785,336,0.18760469
disturbance,soil,2020,0.438302624,785,336,0.18760469
cover,classification,2020,0.43718593,783,309,0.172529313
classification,cover,2020,0.43718593,783,309,0.172529313
succession,aboveground,2020,0.436627582,782,233,0.130094919
aboveground,succession,2020,0.436627582,782,233,0.130094919
habitat,belowground,2010,0.430426716,232,83,0.153988868
belowground,habitat,2010,0.430426716,232,83,0.153988868
managing,agriculture,2020,0.429927415,770,343,0.191513121
agriculture,managing,2020,0.429927415,770,343,0.191513121
soil,agriculture,2015,0.429787234,505,276,0.234893617
agriculture,soil,2015,0.429787234,505,276,0.234893617
succession,chem.property,2020,0.428252373,767,349,0.194863205
chem.property,succession,2020,0.428252373,767,349,0.194863205
erosion,chem.property,2015,0.424680851,499,248,0.21106383
chem.property,erosion,2015,0.424680851,499,248,0.21106383
soil,global.cycles,2015,0.424680851,499,173,0.147234043
global.cycles,soil,2015,0.424680851,499,173,0.147234043
soil,agriculture,2020,0.423227247,758,414,0.231155779
agriculture,soil,2020,0.423227247,758,414,0.231155779
filtration,disturbance,2010,0.421150278,227,59,0.109461967
disturbance,filtration,2010,0.421150278,227,59,0.109461967
cover,aboveground,2010,0.419294991,226,81,0.150278293
aboveground,cover,2010,0.419294991,226,81,0.150278293
policy,habitat,2020,0.418202122,749,360,0.201005025
habitat,policy,2020,0.418202122,749,360,0.201005025
belowground,aboveground,2020,0.41652708,746,211,0.117811279
aboveground,belowground,2020,0.41652708,746,211,0.117811279
contamination,contamination,2020,0.414293691,742,269,0.150195422
filtration,erosion,2010,0.41187384,222,112,0.207792208
erosion,filtration,2010,0.41187384,222,112,0.207792208
policy,habitat,2010,0.410018553,221,109,0.202226345
habitat,policy,2010,0.410018553,221,109,0.202226345
succession,habitat,2020,0.406476829,728,255,0.142378559
habitat,succession,2020,0.406476829,728,255,0.142378559
research,climate,2015,0.404255319,475,273,0.232340426
climate,research,2015,0.404255319,475,273,0.232340426
managing,agriculture,2010,0.402597403,217,103,0.19109462
agriculture,managing,2010,0.402597403,217,103,0.19109462
research,climate,2020,0.402568398,721,488,0.272473479
climate,research,2020,0.402568398,721,488,0.272473479
cover,classification,2015,0.401702128,472,196,0.166808511
classification,cover,2015,0.401702128,472,196,0.166808511
deposition,deposition,2020,0.398659966,714,341,0.190396427
landuse,agriculture,2010,0.39703154,214,71,0.131725417
agriculture,landuse,2010,0.39703154,214,71,0.131725417
managing,location,2010,0.395176252,213,62,0.115027829
location,managing,2010,0.395176252,213,62,0.115027829
policy,habitat,2015,0.392340426,461,232,0.197446809
habitat,policy,2015,0.392340426,461,232,0.197446809
research,chem.property,2010,0.391465677,211,90,0.166975881
chem.property,research,2010,0.391465677,211,90,0.166975881
deposition,deposition,2015,0.388085106,456,208,0.177021277
phy.property,cover,2010,0.384044527,207,94,0.174397032
cover,phy.property,2010,0.384044527,207,94,0.174397032
human,human,2020,0.382467895,685,316,0.176437744
succession,chem.property,2010,0.382189239,206,113,0.209647495
chem.property,succession,2010,0.382189239,206,113,0.209647495
succession,soil,2020,0.380792853,682,386,0.215522055
soil,succession,2020,0.380792853,682,386,0.215522055
human,human,2010,0.380333952,205,103,0.19109462
phy.property,belowground,2010,0.378478664,204,65,0.120593692
belowground,phy.property,2010,0.378478664,204,65,0.120593692
environment,compaction,2010,0.376623377,203,71,0.131725417
compaction,environment,2010,0.376623377,203,71,0.131725417
policy,disturbance,2010,0.374768089,202,63,0.116883117
disturbance,policy,2010,0.374768089,202,63,0.116883117
managing,agriculture,2015,0.374468085,440,215,0.182978723
agriculture,managing,2015,0.374468085,440,215,0.182978723
disturbance,classification,2020,0.372975991,668,296,0.165270798
classification,disturbance,2020,0.372975991,668,296,0.165270798
landuse,disturbance,2010,0.372912801,201,75,0.139146568
disturbance,landuse,2010,0.372912801,201,75,0.139146568
belowground,aboveground,2015,0.372765957,438,143,0.121702128
aboveground,belowground,2015,0.372765957,438,143,0.121702128
decomposition,decomposition,2015,0.368510638,433,219,0.186382979
filtration,chem.property,2020,0.365717476,655,321,0.179229481
chem.property,filtration,2020,0.365717476,655,321,0.179229481
decomposition,decomposition,2020,0.364042434,652,353,0.197096594
phy.property,compaction,2010,0.363636364,196,56,0.103896104
compaction,phy.property,2010,0.363636364,196,56,0.103896104
policy,erosion,2010,0.359925788,194,92,0.170686456
erosion,policy,2010,0.359925788,194,92,0.170686456
managing,location,2020,0.355667225,637,218,0.12171971
location,managing,2020,0.355667225,637,218,0.12171971
erosion,aboveground,2020,0.35455053,635,260,0.145170296
aboveground,erosion,2020,0.35455053,635,260,0.145170296
cover,aboveground,2015,0.354042553,416,124,0.105531915
aboveground,cover,2015,0.354042553,416,124,0.105531915
environment,cover,2015,0.353191489,415,232,0.197446809
cover,environment,2015,0.353191489,415,232,0.197446809
policy,chem.property,2010,0.352504638,190,99,0.183673469
phy.property,diversity,2010,0.352504638,190,91,0.168831169
diversity,phy.property,2010,0.352504638,190,91,0.168831169
chem.property,policy,2010,0.352504638,190,99,0.183673469
managing,filtration,2015,0.352340426,414,207,0.176170213
filtration,managing,2015,0.352340426,414,207,0.176170213
policy,belowground,2010,0.350649351,189,47,0.087198516
belowground,policy,2010,0.350649351,189,47,0.087198516
human,human,2015,0.34893617,410,223,0.189787234
succession,soil,2015,0.348085106,409,233,0.198297872
soil,succession,2015,0.348085106,409,233,0.198297872
disturbance,characteristic,2010,0.345083488,186,79,0.146567718
characteristic,disturbance,2010,0.345083488,186,79,0.146567718
erosion,aboveground,2015,0.343829787,404,163,0.138723404
aboveground,erosion,2015,0.343829787,404,163,0.138723404
research,characteristic,2015,0.34212766,402,211,0.179574468
characteristic,research,2015,0.34212766,402,211,0.179574468
policy,landuse,2020,0.341150195,611,217,0.121161362
landuse,policy,2020,0.341150195,611,217,0.121161362
research,characteristic,2020,0.335008375,600,377,0.210496929
characteristic,research,2020,0.335008375,600,377,0.210496929
succession,research,2010,0.332096475,179,83,0.153988868
research,succession,2010,0.332096475,179,83,0.153988868
climate,chem.property,2015,0.329361702,387,194,0.165106383
chem.property,climate,2015,0.329361702,387,194,0.165106383
disturbance,compaction,2015,0.328510638,386,118,0.100425532
compaction,disturbance,2015,0.328510638,386,118,0.100425532
